,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_stdscaler,jockers_rinker_medianiqr,jockers_rinker_lnorm_stdscaler,jockers_rinker_lnorm_medianiqr,jockers_stdscaler,jockers_medianiqr,jockers_lnorm_stdscaler,jockers_lnorm_medianiqr,huliu_stdscaler,huliu_medianiqr,huliu_lnorm_stdscaler,huliu_lnorm_medianiqr,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,lmcd_stdscaler,lmcd_medianiqr,lmcd_lnorm_stdscaler,lmcd_lnorm_medianiqr,jockers_rinker_stdscaler_roll10,jockers_stdscaler_roll10,huliu_stdscaler_roll10,senticnet_stdscaler_roll10,sentiword_stdscaler_roll10,nrc_stdscaler_roll10,lmcd_stdscaler_roll10,lmcd_stdscaler_roll10_mean,mean_stdscaler_roll10,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100
10,11,a charming woman  scrope purvis thought her  knowing her as one does know people who live next door to one in westminster   a touch of the bird about her  of the jay  blue green  light  vivacious  though she was over fifty  and grown very white since her illness,0.248260615751539,0.248260615751539,0.0288675134594813,0.0,0.577350269189626,-0.15025540755660002,-0.140428424849768,a charming woman  scrope purvis thought her  knowing her as one does know people who live next door to one in westminster   a touch of the bird about her  of the jay  blue green  light  vivacious  though she was over fifty  and grown very white since her illness,262,48,0.8441809633101425,1.0231999041669615,0.0821223278455084,0.5728563043280689,0.8456009038203152,1.1760147356089548,0.05873793467179511,0.6764043869320552,0.10900930406396894,0.2389164127706179,0.0265265182640888,0.3372341202367472,-0.6505839341017703,-0.4746015730840722,-0.11771397541376175,-0.22544505046717966,-0.9168720383237572,-0.862990815284532,-0.16912686826147671,-0.29951943109259227,1.6638935129841381,2.581988897471612,0.1817912851822452,1.976423537605242,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
11,12,there she perched  never seeing him  waiting to cross  very upright,0.325632252143985,0.325632252143985,0.0,0.0,0.6030226891555269,0.0477593969811178,0.0452267016866645,there she perched  never seeing him  waiting to cross  very upright,67,11,1.1226489306567773,1.342085163926497,0.5382370675821257,3.2787917511198903,1.1427389040457203,1.5425254857746524,0.5336930997603153,3.871458003583433,0.022795278530988082,0.0,0.016712320973781218,0.0,-0.08354337629271381,0.02121326510032239,0.0012989332783517012,0.08303782877031891,0.1688233883588437,0.2779368080426731,0.0972711767393139,0.42093345725026365,1.745243402825744,2.696799449852967,1.0159775209401132,9.007885351033874,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
12,13,for having lived in westminster  how many years now  over twenty   one feels even in the midst of the traffic  or waking at night  clarissa was positive  a particular hush  or solemnity  an indescribable pause  a suspense  but that might be her heart  affected  they said  by influenza  before big ben strikes,0.15254255396193803,0.15254255396193803,0.249615088301353,0.249615088301353,0.11094003924504599,-0.0963916398485486,0.24237509511520497,for having lived in westminster  how many years now  over twenty   one feels even in the midst of the traffic  or waking at night  clarissa was positive  a particular hush  or solemnity  an indescribable pause  a suspense  but that might be her heart  affected  they said  by influenza  before big ben strikes,309,52,0.4996824448903859,0.628700312060154,0.04032875791882325,0.32491276630977556,0.4780052991293096,0.7225966580466406,0.015218025809323923,0.3836431908695561,0.7682810865288344,2.0658911808974305,0.09504701189516157,2.6917260572067923,-0.4963381899101883,-0.33973057021881775,-0.09738014217490457,-0.17273951211515823,1.3217304645940118,1.4894953152248671,0.11807470075251071,0.4771949773487806,0.18594866487920161,0.4961389383568346,-0.011094631662381928,0.3505636270674243,1.4519274785780865,0.249615088301353,0.15496293013860743,0.004800290159641404,,,,,,,,,,,,,,,,
13,14,there,0.0,0.0,0.0,0.0,0.0,0.0,0.0,there,5,1,-0.04933289091285801,0.0,-0.014438809436928645,0.0,-0.10781906166902996,0.0,-0.04181178868421438,0.0,0.022795278530988082,0.0,0.016712320973781218,0.0,-0.22030847912439994,-0.09837283221830843,-0.06785524943231756,-0.09621063787367758,-0.09565852550586278,0.0,-0.05837515614557813,0.0,-0.16559435224170865,0.0,-0.052684184477489154,0.0,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
14,15,out it boomed,0.0,0.0,0.0,0.0,0.0,-0.40414518843273795,-0.0721687836487032,out it boomed,13,3,-0.04933289091285801,0.0,-0.014438809436928645,0.0,-0.10781906166902996,0.0,-0.04181178868421438,0.0,0.022795278530988082,0.0,0.016712320973781218,0.0,-1.3776295876130045,-1.1103233359878943,-2.2135525827355838,-5.65788372547108,-0.5176954485814412,-0.4435070571055421,-0.9690530459208491,-2.4628578488127557,-0.16559435224170865,0.0,-0.052684184477489154,0.0,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
15,16,first a warning  musical  then the hour  irrevocable,-0.0530330085889911,-0.0530330085889911,-0.353553390593274,-0.353553390593274,0.0,0.0689429111656884,0.22097086912079603,first a warning  musical  then the hour  irrevocable,52,8,-0.24020379390302418,-0.21857421541340452,-0.13820216047897937,-0.7342355101082886,-0.3114870057996269,-0.2512182586252333,-0.17068734938201,-0.8669540970856124,-1.0331065776044306,-2.926116512320903,-0.7044809469139852,-24.781545553092645,-0.02288169128578825,0.07425526204656119,0.06940726000029357,0.25957542421373797,1.1965603671808904,1.357957484039973,0.9872636641594011,2.8278492368436976,-0.16559435224170865,0.0,-0.052684184477489154,0.0,-1.7567295397588447,-0.353553390593274,-0.8862401961607747,-0.04419417382415925,,,,,,,,,,,,,,,,
16,17,the leaden circles dissolved in the air,-0.0944911182523068,-0.0944911182523068,0.0,0.0,0.0,0.238495582468822,0.0472455591261534,the leaden circles dissolved in the air,39,7,-0.38941552143350905,-0.38944277507613484,-0.2664551667911519,-1.4951062421923313,-0.4707027129096537,-0.44760602527504284,-0.30423801652614096,-1.7653579327098299,0.022795278530988082,0.0,0.016712320973781218,0.0,0.4626539308521571,0.49880296433657867,0.4748132377013031,1.3103925551926392,0.18062949535986486,0.2903435229190356,0.19712996815755437,0.69099382763881,-0.16559435224170865,0.0,-0.052684184477489154,0.0,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
17,18,such fools we are  she thought  crossing victoria street,-0.166666666666667,-0.166666666666667,0.0,0.0,0.0,0.598666666666667,0.0833333333333333,such fools we are  she thought  crossing victoria street,56,9,-0.6491822679597308,-0.6869124884948788,-0.36017275426341894,-2.0510929706095227,-0.7478856590248886,-0.7895028188079048,-0.4018267334689252,-2.4218434410931273,0.022795278530988082,0.0,0.016712320973781218,0.0,1.494049603347628,1.4006454717549417,0.9916298951561866,2.6499874973011943,0.3916677367854303,0.5121178376147668,0.2921449270589505,0.9479544279918847,-0.16559435224170865,0.0,-0.052684184477489154,0.0,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
18,19,for heaven only knows why one loves it so  how one sees it so  making it up  building it round one  tumbling it  creating it every moment afresh  but the veriest frumps  the most dejected of miseries sitting on doorsteps  drink their downfall  do the same  cannot be dealt with  she felt positive  by acts of parliament for that very reason  they love life,0.03,0.03,-0.175,0.125,0.45,0.06980625,0.27890625,for heaven only knows why one loves it so  how one sees it so  making it up  building it round one  tumbling it  creating it every moment afresh  but the veriest frumps  the most dejected of miseries sitting on doorsteps  drink their downfall  do the same  cannot be dealt with  she felt positive  by acts of parliament for that very reason  they love life,356,64,0.058639996955578866,0.12364424792907795,-0.0056874189585081275,0.05191829081855343,0.00739292585502435,0.14211050738542258,-0.03269891039435141,0.06130291210266966,-0.4998494753875833,-1.448353779882827,-0.027909235924802274,-1.5332799045265735,-0.020409410814996382,0.07641700043491978,-0.05048257672552431,-0.051180462949489525,1.5353615586003095,1.7139943877669235,0.10659862715561585,0.4461588247760635,1.2603503182391411,2.0124611797498106,0.08438247199300251,1.1553522697374623,0.7890163821600894,0.125,0.09445655810666778,0.001953125,,,,,,,,,,,,,,,,
19,20,in people own eyes  in the swing  tramp  and trudge  in the bellow and the uproar  the carriages  motor cars  omnibuses  vans  sandwich men shuffling and swinging  brass bands  barrel organs  in the triumph and the jingle and the strange high singing of some aeroplane overhead was what she loved  life  london  this moment of june,-0.0868599036215379,-0.0868599036215379,-0.240535117721182,0.0,-0.13363062095621198,0.26373339351918,0.0183742103814792,in people own eyes  in the swing  tramp  and trudge  in the bellow and the uproar  the carriages  motor cars  omnibuses  vans  sandwich men shuffling and swinging  brass bands  barrel organs  in the triumph and the jingle and the strange high singing of some aeroplane overhead was what she loved  life  london  this moment of june,331,56,-0.3619500453792429,-0.357990915282575,-0.04339671166588296,-0.17179496139788678,-0.44139579941520285,-0.4114568325035219,-0.07196583554030211,-0.2028481918840951,-0.6955728209556505,-1.9907425539773413,-0.053381076195219285,-2.408539835655981,0.5349256101808038,0.561996629230852,0.007156518178922685,0.09822075871769845,0.01179229770725887,0.11291713066130318,-0.04595413448152046,0.033591691463099795,-0.5890385117207243,-0.5976143046671959,-0.09920177791633002,-0.39210270788110724,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
20,21,for it was the middle of june,0.0,0.0,0.0,0.0,0.0,0.257393806119284,0.0,for it was the middle of june,29,7,-0.04933289091285801,0.0,-0.014438809436928645,0.0,-0.10781906166902996,0.0,-0.04181178868421438,0.0,0.022795278530988082,0.0,0.016712320973781218,0.0,0.5167713959850082,0.546122758041405,0.5178139102158545,1.4218508113785633,-0.09565852550586278,0.0,-0.05837515614557813,0.0,-0.16559435224170865,0.0,-0.052684184477489154,0.0,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
21,22,the war was over  except for some one like mrs  foxcroft at the embassy last night eating her heart out because that nice boy was killed and now the old manor house must go to a cousin  or lady bexborough who opened a bazaar  they said  with the telegram in her hand  john  her favourite  killed  but it was over  thank heaven  over,0.36845236710516205,0.36845236710516205,0.692808879025913,0.0,-0.3779644730092271,0.35825904323257596,0.0446208058413671,the war was over  except for some one like mrs  foxcroft at the embassy last night eating her heart out because that nice boy was killed and now the old manor house must go to a cousin  or lady bexborough who opened a bazaar  they said  with the telegram in her hand  john  her favourite  killed  but it was over  thank heaven  over,332,63,1.276762646364002,1.5185671942802101,0.09474961087157899,0.6477686230061448,1.3071852557352437,1.7453650945558188,0.07188680440078045,0.7648576702533189,2.0918977133372714,5.733899192420374,0.19616896425533337,6.166464910733145,0.8056118210723627,0.798682062051583,0.022719870091880187,0.13856115255779713,0.16528016086732444,0.2742133272013114,-0.031562890015002495,0.07251169796209735,-1.3632752987275092,-1.6903085094570325,-0.1696367383088963,-0.9858079419176505,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
22,23,it was june,0.0,0.0,0.0,0.0,0.0,-0.0173205080756888,0.0,it was june,11,3,-0.04933289091285801,0.0,-0.014438809436928645,0.0,-0.10781906166902996,0.0,-0.04181178868421438,0.0,0.022795278530988082,0.0,0.016712320973781218,0.0,-0.26990795520248306,-0.14174213952271933,-0.15981370657388627,-0.33456805591356664,-0.09565852550586278,0.0,-0.05837515614557813,0.0,-0.16559435224170865,0.0,-0.052684184477489154,0.0,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
23,24,the king and queen were at the palace,0.0353553390593274,0.0353553390593274,0.0,0.0,0.353553390593274,0.23193102422918802,0.0441941738241592,the king and queen were at the palace,37,8,0.07791437774725278,0.14571614360893634,0.06807009125777183,0.48949034007219233,0.027959567751367983,0.16747883908348885,0.0441052517809827,0.5779693980570749,0.022795278530988082,0.0,0.016712320973781218,0.0,0.44385548406600756,0.4823657823342795,0.39390991050508267,1.100690165866553,0.1627852530314878,0.2715914968079946,0.1507526079154177,0.5655698473687395,0.954733587862543,1.5811388300841909,0.8088337023211924,7.261843774138927,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
24,25,and everywhere  though it was still so early  there was a beating  a stirring of galloping ponies  tapping of cricket bats  lords  ascot  ranelagh and all the rest of it  wrapped in the soft mesh of the grey blue morning air  which  as the day wore on  would unwind them  and set down on their lawns and pitches the bouncing ponies  whose forefeet just struck the ground and up they sprung  the whirling young men  and laughing girls in their transparent muslins who  even now  after dancing all night  were taking their absurd woolly dogs for a run  and even now  at this hour  discreet old dowagers were shooting out in their motor cars on errands of mystery  and the shopkeepers were fidgeting in their windows with their paste and diamonds  their lovely old sea green brooches in eighteenth century settings to tempt americans  but one must economise  not buy things rashly for elizabeth   and she  too  loving it as she did with an absurd and faithful passion  being part of it  since her people were courtiers once in the time of the georges  she  too  was going that very night to kindle and illuminate  to give her party,0.106314458721125,0.106314458721125,0.269445746023668,0.0,0.5529273399065021,0.42551303211830394,0.18527074441300898,and everywhere  though it was still so early  there was a beating  a stirring of galloping ponies  tapping of cricket bats  lords  ascot  ranelagh and all the rest of it  wrapped in the soft mesh of the grey blue morning air  which  as the day wore on  would unwind them  and set down on their lawns and pitches the bouncing ponies  whose forefeet just struck the ground and up they sprung  the whirling young men  and laughing girls in their transparent muslins who  even now  after dancing all night  were taking their absurd woolly dogs for a run  and even now  at this hour  discreet old dowagers were shooting out in their motor cars on errands of mystery  and the shopkeepers were fidgeting in their windows with their paste and diamonds  their lovely old sea green brooches in eighteenth century settings to tempt americans  but one must economise  not buy things rashly for elizabeth   and she  too  loving it as she did with an absurd and faithful passion  being part of it  since her people were courtiers once in the time of the georges  she  too  was going that very night to kindle and illuminate  to give her party,1128,199,0.33330308009679505,0.4381723764186834,-0.004464679139891627,0.0591722879581959,0.3004709413911314,0.503613389042188,-0.03142566368290626,0.06986812374645524,0.8275061678163929,2.2300157984384446,0.03880787520165454,0.7592444466690225,0.9982021653230281,0.9670812163192662,-0.033797802169080016,-0.00793332823811375,0.9877890671347435,1.13856543602482,-0.023130730976345003,0.09531581926992856,1.586502966653469,2.472766237298142,0.0014802567523809391,0.4565589598916356,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
25,26,but how strange  on entering the park  the silence  the mist  the hum  the slow swimming happy ducks  the pouched birds waddling  and who should be coming along with his back against the government buildings  most appropriately  carrying a despatch box stamped with the royal arms  who but hugh whitbread  her old friend hugh  the admirable hugh,-0.0629152869605896,0.0695379487459148,-0.430473016046139,-0.132453235706504,0.32451042748093606,0.0343649920040525,0.21937567163889798,but how strange  on entering the park  the silence  the mist  the hum  the slow swimming happy ducks  the pouched birds waddling  and who should be coming along with his back against the government buildings  most appropriately  carrying a despatch box stamped with the royal arms  who but hugh whitbread  her old friend hugh  the admirable hugh,345,57,-0.275771065053067,-0.2593037779828075,-0.03504592029555782,-0.1222532553114436,0.15923444777639223,0.32940243929411545,-0.018094703736443576,0.15954633954697595,-1.262830227411981,-3.562726971017065,-0.1065293908501475,-4.234815037237833,-0.12189995719305143,-0.01232536223506393,-0.05825254205042309,-0.07132030577276752,1.1872317876632519,1.3481543350199954,0.08732172976668358,0.3940259481924388,0.862703235718076,1.4512547505097777,0.05829795174924764,0.9354825330365968,-0.5805497681750668,-0.132453235706504,0.0035669786674896536,-0.0023237409773070876,,,,,,,,,,,,,,,,
26,27,good morning to you  clarissa   said hugh  rather extravagantly  for they had known each other as children,0.278915968791783,0.278915968791783,0.0,0.24253562503633302,0.24253562503633302,0.145763910646836,0.0530546679766978,good morning to you  clarissa   said hugh  rather extravagantly  for they had known each other as children,106,17,0.9545125298561962,1.1495451732223394,0.291870530618142,1.817203498876281,0.9633297088875842,1.321229661429899,0.27715006564660766,2.1456766894272787,0.022795278530988082,0.0,0.016712320973781218,0.0,0.19710500364308384,0.2666095232131977,0.06871414807132177,0.2577788698245312,0.21460067100041375,0.32604290207515085,0.05976875423246434,0.31951105899342314,0.6029442742522931,1.084652289093281,0.22543176594309988,2.3442746970179047,1.414267073092386,0.24253562503633302,0.35613996878506626,0.014266801472725472,,,,,,,,,,,,,,,,
27,28,where are you off to,0.0,0.0,0.0,0.0,0.0,-0.330938060669969,-0.20497289793748102,where are you off to,20,5,-0.04933289091285801,0.0,-0.014438809436928645,0.0,-0.10781906166902996,0.0,-0.04181178868421438,0.0,0.022795278530988082,0.0,0.016712320973781218,0.0,-1.1679916736241427,-0.9270179498558806,-1.1220698256668997,-2.8287473969936037,-1.2943226401805112,-1.2596433271365015,-1.6102728885235136,-4.19698727031234,-0.16559435224170865,0.0,-0.052684184477489154,0.0,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
28,29,i love walking in london   said mrs  dalloway,0.26516504294495497,0.26516504294495497,0.353553390593274,0.0,0.353553390593274,0.24112341238461302,0.132582521472478,i love walking in london   said mrs  dalloway,45,8,0.9050216240379712,1.0928710770670205,0.6043779457733237,3.6711775505414357,0.9105206589839527,1.256091293126164,0.6025660148047625,4.334770485428053,1.0786971346664065,2.926116512320903,0.7379055888615478,24.781545553092645,0.47017905577782215,0.5053828615695952,0.41221157842943057,1.1481283074782078,0.6796728101061914,0.8147744904239863,0.5690081360374113,1.6967095421062237,0.954733587862543,1.5811388300841909,0.8088337023211924,7.261843774138927,0.12405768268172182,0.0,0.0529498308011938,0.0,,,,,,,,,,,,,,,,
29,30,really it is better than walking in the country,0.48,0.48,0.6,0.6,0.0,0.547,0.4125,really it is better than walking in the country,47,9,1.678233314982132,1.9783079668652472,0.9812749516633613,5.907147755355413,1.735572738715839,2.2737681181667613,0.9950312522957506,6.974909110348192,1.814720149108947,4.965784388169693,1.1046283748821026,37.3828243389336,1.3460955372100079,1.2712758519799667,0.9001932596265546,2.4129826471051437,2.316606472836039,2.5349832961930967,1.6766992557168392,4.69237441855983,-0.16559435224170865,0.0,-0.052684184477489154,0.0,3.315859440177886,0.6,1.469712789494706,0.06666666666666667,,,,,,,,,,,,,,,,
