,sent_no,parag_no,chap_no,sect_no,sent_raw,sent_clean,token_len,char_len,sentimentr,sentimentr_lnorm_meanstd,sentimentr_medianiqr,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_lnorm_meanstd,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing,bing_lnorm_meanstd,bing_medianiqr,bing_lnorm_medianiqr,senticnet,senticnet_lnorm_meanstd,senticnet_medianiqr,senticnet_lnorm_medianiqr,sentiword,sentiword_lnorm_meanstd,sentiword_medianiqr,sentiword_lnorm_medianiqr,nrc,nrc_lnorm_meanstd,nrc_medianiqr,nrc_lnorm_medianiqr,afinn,afinn_lnorm_meanstd,afinn_medianiqr,afinn_lnorm_medianiqr,scores,vader,vader_lnorm_meanstd,vader_medianiqr,vader_lnorm_medianiqr,textblob,textblob_lnorm_meanstd,textblob_medianiqr,textblob_lnorm_medianiqr,pattern,pattern_lnorm_meanstd,pattern_medianiqr,pattern_lnorm_medianiqr,stanza,stanza_lnorm_meanstd,stanza_medianiqr,stanza_lnorm_medianiqr
10,10,3,0,0,It was always true.,it was always true,4,19,0.0,-0.04175737494821854,0.0,0.0,0.5,1.5582114405126364,0.6250000000000001,2.9460927705808606,0.0,0.012196301966798016,0.0,0.0,0.0,-0.1748963662300268,-0.11283185840707964,-0.15091575091575096,-0.125,-0.7260235574645882,-0.18987341772151908,-0.7682926829268294,0.0,-0.07886112564743694,0.0,0.0,1.3456284652072845,0.6100189723395115,3.7785922823341735,29.570153907332838,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,2.5551689173641923,1.0763534218590398,7.912057968674309,0.35,2.4549688536403727,2.6666666666666665,21.570652173913043,0.25066347737685074,1.9237343228252919,2.375138592603443,16.357888586696895,3.3640711630182114,0.7108415161138822,-0.3332483748671327,2.398503994208099
11,11,3,0,0,"He was incapable of untruth; never tampered with a fact; never altered a disagreeable word to suit the pleasure or convenience of any mortal being, least of all of his own children, who, sprung from his loins, should be aware from childhood that life is difficult; facts uncompromising; and the passage to that fabled land where our brightest hopes are extinguished, our frail barks founder in darkness (here Mr. Ramsay would straighten his back and narrow his little blue eyes upon the horizon), one that needs, above all, courage, truth, and the power to endure.",he was incapable of untruth never tampered with a fact never altered a disagreeable word to suit the pleasure or convenience of any mortal being least of all of his own children who sprung from his loins should be aware from childhood that life is difficult facts uncompromising and the passage to that fabled land where our brightest hopes are extinguished our frail barks founder in darkness here mr ramsay would straighten his back and narrow his little blue eyes upon the horizon one that needs above all courage truth and the power to endure,95,564,1.7999999999999998,0.19608292452397302,1.8947368421052628,0.42564862861378794,1.7999999999999998,0.1968302926848036,2.2500000000000004,0.446565641014362,-18.00544051511764,-0.041056819786276656,-0.945014688745977,-0.7439105379764178,1.4380000000000002,-0.009843441940981657,0.9476401179941003,0.026512434933487587,-0.22916666666666657,-0.15842053002377265,-0.34810126582278483,-0.05930680359435171,48.0971500043394,0.5891532959013781,6.394918601774361,2.1084454136468884,0.6446238415576682,0.04051858456641585,1.8101361079212892,0.5964460535901288,"{'neg': 0.065, 'neu': 0.768, 'pos': 0.167, 'compound': 0.9034}",0.9034,0.1845590857598197,2.3069458631256383,0.7140166741737275,0.036250000000000004,-0.12736491557729623,0.2761904761904762,0.09406750572082381,0.07942808463285962,-0.09463265977425164,0.7526134685527179,0.21824618537646223,20.842837543697936,-0.41172657700335413,3.7118060836701967,-0.7660530315924536
12,12,4,0,0,"""But it may be fine - ”I expect it will be fine,"" said Mrs. Ramsay, making some little twist of the reddish brown stocking she was knitting, impatiently.",but it may be fine   ”i expect it will be fine said mrs ramsay making some little twist of the reddish brown stocking she was knitting impatiently,27,153,-0.9,-0.4601801240196667,-0.9473684210526315,-0.7488262910798121,0.09999999999999998,0.0011497380296496182,0.125,0.0872916376468403,0.0,0.012196301966798016,0.0,0.0,-1.521,-0.7891580026372171,-1.234513274336283,-0.8112332112332113,0.625,0.3446767034239802,0.9493670886075954,0.5691056910569107,7.521151245145507,0.28868399247256293,1.0,1.1600779767773148,1.1779128850516756,0.10417005779757019,3.307638513750242,3.8347567368737665,"{'neg': 0.111, 'neu': 0.751, 'pos': 0.138, 'compound': -0.0387}",-0.0387,-0.08604002215814496,-0.09882533197139938,-0.10762150815436783,0.11145833333333334,-0.01631225133398563,0.8492063492063492,1.017663043478261,0.13486247247045782,0.04112760000653233,1.2778768826259237,1.3038376878445492,8.834346637887567,-0.2170535634811786,0.9327198128824643,-0.21726329094994248
13,13,4,0,0,"If she finished it tonight, if they did go to the Lighthouse after all, it was to be given to the Lighthouse keeper for his little boy, who was threatened with a tuberculous hip; together with a pile of old magazines, and some tobacco, indeed, whatever she could find lying about, not really wanted, but only littering the room, to give those poor fellows, who must be bored to death sitting all day with nothing to do but polish the lamp and trim the wick and rake about on their scrap of garden, something to amuse them.",if she finished it tonight if they did go to the lighthouse after all it was to be given to the lighthouse keeper for his little boy who was threatened with a tuberculous hip together with a pile of old magazines and some tobacco indeed whatever she could find lying about not really wanted but only littering the room to give those poor fellows who must be bored to death sitting all day with nothing to do but polish the lamp and trim the wick and rake about on their scrap of garden something to amuse them,97,522,-0.7999999999999998,-0.1452846530689892,-0.8421052631578945,-0.18527660810222155,-0.7999999999999998,-0.15226501380073512,-1.0,-0.19438137867750005,-71.75259875219328,-0.19564450819012807,-3.765931731555632,-2.9033972808996205,3.049,0.16785061041955351,2.135693215339233,0.21752954948831238,2.9875,0.4952652112725764,4.537974683544306,0.7572039225546895,6.861199522068916,0.014468261734331137,0.9122538955053519,0.2945743571333707,-1.0695848412859013,0.009743801961513969,-3.0034479286687503,-0.969241309580081,"{'neg': 0.15, 'neu': 0.817, 'pos': 0.033, 'compound': -0.9153}",-0.9153,-0.2839359345090777,-2.3373340143003065,-0.7085061118222935,-0.18125,-0.1940626495349827,-1.380952380952381,-0.4606398476019722,-0.1717665527210766,-0.1797312750912292,-1.6275580812793742,-0.46223522950211726,20.322111984432123,-0.4295902734074839,3.5912962490910925,-0.8164113896368891
14,14,4,0,0,"For how would you like to be shut up for a whole month at a time, and possibly more in stormy weather, upon a rock the size of a tennis lawn?",for how would you like to be shut up for a whole month at a time and possibly more in stormy weather upon a rock the size of a tennis lawn,31,141,0.0,-0.04175737494821854,0.0,0.0,0.0,-0.04639413074845684,0.0,0.0,0.0,0.012196301966798016,0.0,0.0,1.2940000000000003,0.280259898807712,0.8414454277286136,0.33836700933475145,1.03125,0.5438254822165691,1.5664556962025324,0.8178599527930764,0.0,-0.07886112564743694,0.0,0.0,0.5659330054907125,0.06033643357990145,1.5891682898785733,1.6046921934243483,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3612}",0.3612,0.2375309567589417,0.9223697650663943,0.8748587114484094,0.35,0.19598824812306725,2.6666666666666665,2.7833099579242635,0.20325278766668514,0.09210550432730975,1.9259029879155432,1.711476711470669,8.771961585106043,-0.29693023077441744,0.9182822415800108,-0.44243828944685176
15,15,4,0,0,"she would ask; and to have no letters or newspapers, and to see nobody; if you were married, not to see your wife, not to know how your children were, - ”if they were ill, if they had fallen down and broken their legs or arms; to see the same dreary waves breaking week after week, and then a dreadful storm coming, and the windows covered with spray, and birds dashed against the lamp, and the whole place rocking, and not be able to put your nose out of doors for fear of being swept into the sea?",she would ask and to have no letters or newspapers and to see nobody if you were married not to see your wife not to know how your children were   ”if they were ill if they had fallen down and broken their legs or arms to see the same dreary waves breaking week after week and then a dreadful storm coming and the windows covered with spray and birds dashed against the lamp and the whole place rocking and not be able to put your nose out of doors for fear of being swept into the sea,97,499,-4.6,-0.6370392241426499,-4.842105263157894,-1.065340496587774,-4.6,-0.6551517082990571,-5.750000000000001,-1.1176929273956255,-107.62889812828992,-0.29956491326859114,-5.648897597333448,-4.35509592134943,0.9269999999999997,-0.07068959438543485,0.5707964601769909,-0.03889581209168843,-1.0145833333333332,-0.3168136134917341,-1.5411392405063296,-0.257153633392004,-41.1671971324135,-0.6388374499380454,-5.473523373032111,-1.7674461428002242,-2.780920587343343,-0.020738084827042494,-7.80896461453875,-2.5200274049082103,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.9524}",-0.9524,-0.29339394509163474,-2.432073544433095,-0.7372241023703183,-0.13819444444444445,-0.18090555963697166,-1.052910052910053,-0.3512158225011206,-0.24113964015163492,-0.20307777017947679,-2.2848963539654004,-0.6489228266026198,19.4664441114034,-0.44552048541943595,3.3932717964816757,-0.8613191904678631
16,16,4,0,0,How would you like that?,how would you like that,5,24,0.5,1.213510872266126,0.5263157894736842,2.2464788732394365,0.5,1.2372903262604178,0.6250000000000001,2.3568742164646888,38.322429333725495,2.165711561752368,2.0113508802183104,30.083169637937946,0.0,-0.1748963662300268,-0.11283185840707964,-0.15091575091575096,0.375,1.3652590797603177,0.5696202531645572,1.8439024390243903,0.0,-0.07886112564743694,0.0,0.0,1.1699752213592611,0.4330775511827893,3.285349155622476,20.568142400602284,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,1.7357903587835013,0.9223697650663943,5.4241240109801385,0.0,-0.1386755452869039,0.0,0.0,0.0,-0.12192576105176893,0.0,0.0,2.924938053398153,0.2484826122384051,-0.4348755323147798,1.0950987694635033
17,17,4,0,0,"she asked, addressing herself particularly to her daughters.",she asked addressing herself particularly to her daughters,8,60,0.0,-0.04175737494821854,0.0,0.0,0.0,-0.04639413074845684,0.0,0.0,0.0,0.012196301966798016,0.0,0.0,0.0,-0.1748963662300268,-0.11283185840707964,-0.15091575091575096,0.0,-0.11094042886902764,0.0,0.0,0.0,-0.07886112564743694,0.0,0.0,0.0,0.028794981204361764,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.050595851322704374,0.0,0.0,0.16666666666666666,0.47885883541006674,1.2698412698412698,5.135869565217391,0.07976613049086441,0.20355920967089397,0.7558165908097741,2.602703611264086,3.6706650979194815,0.02066320422370618,-0.26229433061011137,0.4528682333677786
18,18,4,0,0,"So she added, rather differently, one must take them whatever comforts one can.",so she added rather differently one must take them whatever comforts one can,13,79,1.0,0.9238335844474311,1.0526315789473684,1.7280606717226437,1.0,0.9410554515660621,1.2500000000000002,1.812980166511299,0.0,0.012196301966798016,0.0,0.0,-0.781,-0.8299783025532161,-0.6887905604719764,-0.8551141166525784,-0.09375,-0.252882689314157,-0.1424050632911393,-0.17729831144465294,0.0,-0.07886112564743694,0.0,0.0,0.7504833044576406,0.12853651468465835,2.1073947940061286,5.074416302406132,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4767}",0.4767,0.8561789020183259,1.2173135852911134,2.753300873194301,0.0,-0.1386755452869039,0.0,0.0,0.0,-0.12192576105176893,0.0,0.0,4.878141478974664,-0.13029270016128666,0.017148028901294885,0.027318486553697674
19,19,5,0,0,"""It's due west,"" said the atheist Tansley, holding his bony fingers spread so that the wind blew through them, for he was sharing Mr. Ramsay's evening walk up and down, up and down the terrace.",it is due west said the atheist tansley holding his bony fingers spread so that the wind blew through them for he was sharing mr ramsay own evening walk up and down up and down the terrace,37,193,0.0,-0.04175737494821854,0.0,0.0,0.0,-0.04639413074845684,0.0,0.0,0.0,0.012196301966798016,0.0,0.0,1.4029999999999998,0.23857352464441173,0.921828908554572,0.29355509355509357,1.3125,0.5872620414286357,1.9936708860759504,0.872116018457482,0.0,-0.07886112564743694,0.0,0.0,0.0,0.028794981204361764,0.0,0.0,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4215}",0.4215,0.23110844799479796,1.0763534218590398,0.8553576182350604,0.04097222222222221,-0.10585164577238024,0.31216931216931204,0.272987661574618,0.04526169685222352,-0.08199280045430854,0.4288730216521043,0.31931938523833003,10.240054049841,-0.3081416275359073,1.25803813971853,-0.4740435921524445
20,20,5,0,0,"That is to say, the wind blew from the worst possible direction for landing at the Lighthouse.",that is to say the wind blew from the worst possible direction for landing at the lighthouse,17,94,0.09999999999999998,0.032081933711448775,0.10526315789473681,0.132145816072908,0.09999999999999998,0.02911671966382989,0.125,0.1386396597920405,-26.087773109487912,-0.41897814309793996,-1.3692155304081053,-6.023218974412016,1.6430000000000002,0.8789482581525146,1.0988200589970503,0.9819435466494293,-0.75,-0.9792930810039367,-1.1392405063291144,-1.0846484935437593,7.792280648580944,0.5259304945801869,1.0360489231765464,1.908896090782707,-1.0227691095429927,-0.07515084113440854,-2.871987003733329,-5.288312271106854,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6249}",-0.6249,-0.95958609845267,-1.5957609805924413,-2.7600279252666673,-0.5,-1.0104887886238036,-3.8095238095238093,-7.250639386189258,-0.3517147252036209,-0.7972992860194786,-3.3326403437790297,-5.400547707265371,5.795691620743625,-0.19226788425728553,0.22949369512615345,-0.14739163166431005
21,21,5,0,0,"Yes, he did say disagreeable things, Mrs. Ramsay admitted; it was odious of him to rub this in, and make James still more disappointed; but at the same time, she would not let them laugh at him.",yes he did say disagreeable things mrs ramsay admitted it was odious of him to rub this in and make james still more disappointed but at the same time she would not let them laugh at him,37,194,-1.1,-0.41494523222815877,-1.1578947368421053,-0.6678720974495622,-1.1,-0.4280300503997439,-1.3750000000000004,-0.7006923346246372,-43.37531133476761,-0.3171902065715176,-2.2765511516293744,-4.601309495152081,-0.7110000000000004,-0.3844310008784416,-0.6371681415929207,-0.3761607761607764,-0.5571428571428569,-0.40732025299538255,-0.8462929475587705,-0.3702043506921555,-7.347043060711015,-0.34086092688641517,-0.976850859827228,-0.826946636897348,-0.8084253197242894,-0.008954982736553718,-2.2700988816279093,-1.920554314265347,"{'neg': 0.185, 'neu': 0.744, 'pos': 0.071, 'compound': -0.708}",-0.708,-0.523778873663847,-1.807967313585291,-1.436757280451774,0.012499999999999997,-0.12866147424857463,0.09523809523809522,0.08328437132784956,0.013808653276949549,-0.10974282392034033,0.13084261677521827,0.09741947346254137,9.43162873011671,-0.34759882604817854,1.0709468786579177,-0.5852747553540293
22,22,5,0,0,"""The atheist,"" they called him; ""the little atheist.""",the atheist they called him the little atheist,8,53,0.0,-0.04175737494821854,0.0,0.0,0.0,-0.04639413074845684,0.0,0.0,0.0,0.012196301966798016,0.0,0.0,1.038,1.2399044738380138,0.6526548672566371,1.3699633699633702,0.0,-0.11094042886902764,0.0,0.0,0.0,-0.07886112564743694,0.0,0.0,0.0,0.028794981204361764,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.050595851322704374,0.0,0.0,-0.1875,-0.8334017235709958,-1.4285714285714286,-5.777853260869565,-0.08973689680222247,-0.4880963531147647,-0.850293664660996,-2.9280415626720973,3.6706650979194815,0.02066320422370618,-0.26229433061011137,0.4528682333677786
