,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang
11,11,"He disposed of its contents with much circumspection, holding it for a long time close to his chin, with his face turned to the house.",0.9936801791191101,0.8498675227165222,3.3535022139549255,-0.9805883169174194,0.9243144392967224,0.9899818301200867,-1,0.5153017640113831
12,12,His companions had either finished their tea or were indifferent to their privilege; they smoked cigarettes as they continued to stroll.,-0.9980157017707825,0.6137849688529968,1.390115648508072,-0.9950663447380066,0.5442371368408203,0.9682791233062744,1,0.5419579148292542
13,13,"One of them, from time to time, as he passed, looked with a certain attention at the elder man, who, unconscious of observation, rested his eyes upon the rich red front of his dwelling.",0.9852384328842163,2.3666253685951233,2.2685444355010986,0.9944598078727722,0.8611093759536743,0.9872307181358337,1,-0.4410839080810547
14,14,The house that rose beyond the lawn was a structure to repay such consideration and was the most characteristic object in the peculiarly English picture have attempted to sketch.,0.9983948469161987,0.29668962955474854,3.3409278988838196,0.9960952401161194,1.4540887773036957,0.9939248561859131,-1,1.399958223104477
15,15,"It stood upon a low hill, above the river--the river being the Thames at some forty miles from London. A long gabled front of red brick, with the complexion of which time and the weather had played all sorts of pictorial tricks, only, however, to improve and refine it, presented to the lawn its patches of ivy, its clustered chimneys, its windows smothered in creepers. The house had a name and a history; the old gentleman taking his tea would have been delighted to tell you these things: how it had been built under Edward the Sixth, had offered a night s hospitality to the great Elizabeth (whose august person had extended itself upon a huge, magnificent and terribly angular bed which still formed the principal honour of the sleeping apartments), had been a good deal bruised and defaced in Cromwell s wars, and then, under the Restoration, repaired and much enlarged; and how, finally, after having been remodelled and disfigured in the eighteenth century, it had passed into the careful keeping of a shrewd American banker, who had bought it originally because (owing to circumstances too complicated to set forth) it was offered at a great bargain: bought it with much grumbling at its ugliness, its antiquity, its incommodity, and who now, at the end of twenty years, had become conscious of a real aesthetic passion for it, so that he knew all its points and would tell you just where to stand to see them in combination and just the hour when the shadows of its various protuberances which fell so softly upon the warm, weary brickwork--were of the right measure.",0.9957557916641235,1.5033058524131775,1.3446227312088013,-0.9895443320274353,0.7592447996139526,-0.994400680065155,-1,-1.418733388185501
16,16,"Besides this, as have said, he could have counted off most of the successive owners and occupants, several of whom were known to general fame; doing so, however, with an undemonstrative conviction that the latest phase of its destiny was not the least honourable.",-0.9951448440551758,0.5603352785110474,2.3958261013031006,-0.9706057906150818,-1.4163524806499481,0.9958549737930298,1,-1.4553189277648926
17,17,The front of the house overlooking that portion of the lawn with which we are concerned was not the entrance-front; this was in quite another quarter.,-0.9976629018783569,2.450195223093033,2.427657872438431,-0.9915319085121155,-1.5187815427780151,0.9872013330459595,-1,0.5670591592788696
18,18,"Privacy here reigned supreme, and the wide carpet of turf that covered the level hill-top seemed but the extension of a luxurious interior.",0.9987389445304871,3.577052116394043,3.419087737798691,0.9734610915184021,1.733408808708191,0.9931187033653259,1,1.435506671667099
19,19,"The great still oaks and beeches flung down a shade as dense as that of velvet curtains; and the place was furnished, like a room, with cushioned seats, with rich-coloured rugs, with the books and papers that lay upon the grass.",0.9978849291801453,3.4551970660686493,4.726060092449188,0.99723881483078,0.9041549563407898,0.9948158860206604,1,-0.4103942811489105
20,20,"The river was at some distance; where the ground began to slope the lawn, properly speaking, ceased.",-0.9957817792892456,1.382270097732544,1.480235517024994,-0.9978241920471191,0.7676723599433899,-0.9249318242073059,-1,0.618094265460968
21,21,But it was none the less a charming walk down to the water.,0.9985229969024658,2.6316241025924683,3.4565749168395996,0.9718159437179565,1.9252809286117554,0.9963862895965576,1,1.8204689621925354
22,22,"The old gentleman at the tea-table, who had come from America thirty years before, had brought with him, at the top of his baggage, his American physiognomy; and he had not only brought it with him, but he had kept it in the best order, so that, if necessary, he might have taken it back to his own country with perfect confidence.",0.9980374574661255,4.773525893688202,3.3987081944942474,0.9990695118904114,1.9073176383972168,0.9965236783027649,1,-0.3765987455844879
23,23,"At present, obviously, nevertheless, he was not likely to displace himself; his journeys were over and he was taking the rest that precedes the great rest.",0.9957460761070251,1.2927253544330597,2.4053467214107513,0.9775074124336243,-1.516021490097046,0.9964109063148499,1,0.589794933795929
24,24,"He had a narrow, clean-shaven face, with features evenly distributed and an expression of placid acuteness.",0.998215913772583,4.371080160140991,1.3052067756652832,0.9777796864509583,0.7527883648872375,-0.9936062097549438,1,-0.4105469882488251
25,25,"It was evidently a face in which the range of representation was not large, so that the air of contented shrewdness was all the more of a merit.",-0.9975536465644836,3.5118958353996277,2.3813635110855103,0.7119198441505432,-1.5839847326278687,0.9973924160003662,1,-1.4650131464004517
26,26,"It seemed to tell that he had been successful in life, yet it seemed to tell also that his success had not been exclusive and invidious, but had had much of the inoffensiveness of failure.",0.998102605342865,1.4015264809131622,2.4160308837890625,-0.9828807711601257,1.6281713843345642,0.9951781034469604,-1,-1.6046947836875916
27,27,"He had certainly had a great experience of men, but there was an almost rustic simplicity in the faint smile that played upon his lean, spacious cheek and lighted up his humorous eye as he at last slowly and carefully deposited his big tea-cup upon the table.",0.9970409870147705,3.7072959542274475,3.326587975025177,0.9996111989021301,1.968874990940094,0.9971436262130737,1,1.485019713640213
28,28,"He was neatly dressed, in well-brushed black; but a shawl was folded upon his knees, and his feet were encased in thick, embroidered slippers.",0.9963028430938721,2.488440454006195,1.378723680973053,-0.7431812286376953,-0.4588523507118225,-0.9549000859260559,1,-0.4663510024547577
29,29,"A beautiful collie dog lay upon the grass near his chair, watching the master s face almost as tenderly as the master took in the still more magisterial physiognomy of the house; and a little bristling, bustling terrier bestowed a desultory attendance upon the other gentlemen.",0.9974258542060852,3.5228392481803894,3.4935298562049866,0.9982466101646423,0.6182904839515686,0.9950761198997498,1,1.4795923233032227
30,30,"One of these was a remarkably well-made man of five-and-thirty, with a face as English as that of the old gentleman have just sketched was something else; a noticeably handsome face, fresh-coloured, fair and frank, with firm, straight features, a lively grey eye and the rich adornment of a chestnut beard.",0.9983912110328674,3.519063949584961,3.4164313077926636,0.9995011687278748,1.9258400797843933,0.9972267150878906,1,1.4955753684043884
31,31,"This person had a certain fortunate, brilliant exceptional look--the air of a happy temperament fertilised by a high civilisation--which would have made almost any observer envy him at a venture.",0.9978980422019958,4.8287413120269775,3.4413961470127106,0.9993418455123901,1.9698988199234009,0.9987698197364807,1,1.5378981828689575
32,32,"He was booted and spurred, as if he had dismounted from a long ride; he wore a white hat, which looked too large for him; he held his two hands behind him, and in one of them--a large, white, well-shaped fist--was crumpled a pair of soiled dog-skin gloves.",-0.9981290102005005,0.6938315629959106,0.46153318881988525,-0.9974980354309082,0.8213432431221008,-0.9984626173973083,-1,-0.44383078813552856
33,33,"His companion, measuring the length of the lawn beside him, was a person of quite a different pattern, who, although he might have excited grave curiosity, would not, like the other, have provoked you to wish yourself, almost blindly, in his place.",-0.9945313334465027,0.5787542462348938,2.388834059238434,-0.9811492562294006,0.5198952555656433,0.9962481260299683,-1,-1.4615397453308105
34,34,"Tall, lean, loosely and feebly put together, he had an ugly, sickly, witty, charming face, furnished, but by no means decorated, with a straggling moustache and whisker.",-0.9948012828826904,1.6229431629180908,1.311594307422638,-0.976966142654419,1.4168159365653992,-0.9951404333114624,-1,-1.4665560126304626
35,35,He looked clever and ill--a combination by no means felicitous; and he wore a brown velvet jacket.,-0.9985560774803162,2.3859713971614838,1.4729202687740326,-0.9820197820663452,1.6191880702972412,0.9228636026382446,-1,-1.6479489207267761
36,36,"He carried his hands in his pockets, and there was something in the way he did it that showed the habit was inveterate.",-0.9974058866500854,0.6960978507995605,1.3447262048721313,-0.9791862368583679,1.752649188041687,0.9237072467803955,-1,-0.4595639407634735
37,37,"His gait had a shambling, wandering quality; he was not very firm on his legs.",-0.9994862675666809,1.4998242855072021,1.4878317713737488,-0.999435544013977,-1.620593011379242,-0.9867439866065979,-1,-1.9058973789215088
38,38,"As have said, whenever he passed the old man in the chair he rested his eyes upon him; and at this moment, with their faces brought into relation, you would easily have seen they were father and son.",-0.9669944047927856,4.2339959144592285,4.38704326748848,0.9956533908843994,0.8354268074035645,0.9918570518493652,1,0.5401792526245117
39,39,"The father caught his son s eye at last and gave him a mild, responsive smile.",0.998227596282959,3.473959356546402,3.4037736654281616,0.9998224377632141,1.7267818450927734,0.9977716207504272,1,1.650381624698639
40,40,"m getting on very well, he said.",0.99874347448349,4.235158786177635,4.533612787723541,0.9998311996459961,1.893125832080841,0.9880478978157043,1,1.5383847951889038
41,41,Have you drunk your tea?,0.8251051306724548,1.4332635402679443,0.3852004408836365,-0.9954856038093567,-1.4201979041099548,0.5181267261505127,-1,0.7864969372749329
42,42,asked the son.,-0.7647401690483093,0.32069653272628784,2.259252279996872,0.9626479148864746,0.8733749985694885,0.9342889189720154,0,0.7638331651687622
43,43,"Yes, and enjoyed it.",0.9988964200019836,3.6884586215019226,3.4565961062908173,0.9998775720596313,1.9656891226768494,0.9958308339118958,1,1.914431869983673
44,44,Shall give you some more?,0.9959835410118103,3.3642485439777374,2.238658219575882,-0.8456366658210754,0.6849356293678284,0.9765321016311646,-1,0.6128689646720886
45,45,"The old man considered, placidly.",0.9701763391494751,0.6476500034332275,4.473769247531891,-0.9633827209472656,0.8201026916503906,-0.859085738658905,-1,0.5107419490814209
46,46,"Well, guess ll wait and see.",-0.9964002370834351,1.4002602100372314,2.3688533306121826,-0.5309963822364807,1.9644466638565063,0.7884424924850464,-1,0.6011204123497009
47,47,"He had, in speaking, the American tone.",0.9983753561973572,2.5727499127388,2.332949310541153,-0.6983669996261597,0.8926124572753906,0.9967442154884338,1,0.5779717564582825
48,48,Are you cold?,-0.9697340130805969,0.3771617114543915,0.2693614661693573,-0.9991910457611084,0.626017153263092,0.7617771625518799,0,-1.706900954246521
49,49,the son enquired.,0.9676244258880615,2.321848154067993,4.281263113021851,0.8221648931503296,0.8918631672859192,0.9307107925415039,0,-0.4913110136985779
50,50,The father slowly rubbed his legs.,-0.9865487217903137,2.2953539192676544,1.4270349144935608,-0.9933679699897766,0.7507222890853882,0.5565477609634399,-1,0.5530984401702881
51,51,"Well, don t know.",-0.9968554377555847,2.4382330775260925,2.2922811210155487,-0.9965258240699768,-0.407758504152298,-0.7559009790420532,-1,0.6325027346611023
52,52,can t tell till feel.,0.9737107157707214,2.328221708536148,2.2675354182720184,-0.9735826253890991,-0.4829708933830261,0.9879710674285889,-1,-1.4789296090602875
53,53,"Perhaps some one might feel for you, said the younger man, laughing.",0.9611137509346008,2.3307174146175385,1.361453801393509,0.9983147382736206,1.9300669431686401,0.7014633417129517,1,-0.3975931406021118
54,54,"Oh, hope some one will always feel for me!",0.9973346590995789,4.376055747270584,4.56998473405838,0.9997677206993103,1.9692009091377258,0.8771878480911255,1,1.8013417720794678
55,55,"Don t you feel for me, Lord Warburton?",-0.9947856068611145,2.2651547491550446,0.3231073319911957,0.774700939655304,0.5945536494255066,0.9391739964485168,1,-1.740414798259735
56,56,"Oh yes, immensely, said the gentleman addressed as Lord Warburton, promptly.",0.998173177242279,4.671845197677612,4.696355164051056,0.9996650815010071,1.682823657989502,-0.6443997621536255,1,1.7638496160507202
57,57,m bound to say you look wonderfully comfortable.,0.9985454678535461,3.5160825848579407,4.723614692687988,0.9998829960823059,1.968291163444519,0.9930967688560486,1,1.802358627319336
58,58,"Well, suppose am, in most respects.",0.9864920973777771,2.6472402215003967,2.394876331090927,0.9876444339752197,1.8229410648345947,-0.7478196024894714,1,-0.4827263653278351
59,59,And the old man looked down at his green shawl and smoothed it over his knees.,-0.997628927230835,4.509430527687073,0.25896838307380676,-0.9702430963516235,0.9107404947280884,0.9632564783096313,-1,-0.4942384362220764
60,60,The fact is ve been comfortable so many years that suppose ve got so used to it don t know it.,0.9773403406143188,2.407073527574539,2.3266196846961975,0.7745420336723328,-1.4405186474323273,0.9893718361854553,1,-1.5082823038101196
61,61,"Yes, that s the bore of comfort, said Lord Warburton.",-0.9987615942955017,0.2628079950809479,4.2958603501319885,-0.9940223693847656,0.7080522179603577,0.9605905413627625,1,-0.42708879709243774
62,62,We only know when we re uncomfortable.,-0.9778119921684265,2.3691615760326385,2.3806879818439484,-0.9905223846435547,1.6986613869667053,0.9365974068641663,0,-1.5824270248413086
63,63,"It strikes me we re rather particular, his companion remarked.",0.9954085946083069,1.4139969646930695,2.530879855155945,0.9966502785682678,0.5991244316101074,0.9696194529533386,1,-0.39141085743904114
64,64,"Oh yes, there s no doubt we re particular, Lord Warburton murmured.",0.9864233136177063,3.3617072701454163,0.25521793961524963,0.991648256778717,-1.5070513486862183,0.7153306007385254,1,-0.40873995423316956
65,65,"And then the three men remained silent a while; the two younger ones standing looking down at the other, who presently asked for more tea.",-0.9973339438438416,1.4836642742156982,1.3852237164974213,-0.9872349500656128,0.9380998015403748,-0.9869473576545715,-1,0.5141540765762329
66,66,"should think you would be very unhappy with that shawl, Lord Warburton resumed while his companion filled the old man s cup again.",-0.997892439365387,1.3202234208583832,1.3164998292922974,-0.9903644323348999,-1.514954149723053,0.8392985463142395,-1,-1.7418313026428223
67,67,"Oh no, he must have the shawl! cried the gentleman in the velvet coat.",-0.9885081052780151,3.3767271637916565,0.4855562150478363,-0.9942927956581116,0.7900750637054443,0.5691832304000854,-1,-1.5885180234909058
68,68,Don t put such ideas as that into his head.,-0.9994555711746216,0.5180448293685913,0.3963552713394165,-0.9828559160232544,-1.6051301956176758,-0.9520962238311768,-1,-1.818300724029541
69,69,"It belongs to my wife, said the old man simply.",0.9963861703872681,0.5271435379981995,4.446974694728851,0.9975859522819519,0.8608442544937134,0.923027515411377,1,0.6300913095474243
70,70,"Oh, if it s for sentimental reasons-- And Lord Warburton made a gesture of apology.",0.9888484477996826,2.326591342687607,0.37572386860847473,-0.9905642867088318,0.6168814897537231,-0.7153705358505249,-1,-0.4691949784755707
71,71,"suppose must give it to her when she comes, the old man went on.",-0.9948550462722778,2.3130942285060883,1.3006112277507782,-0.7217855453491211,-1.445752888917923,0.9809190630912781,-1,0.5893669724464417
72,72,You ll please to do nothing of the kind.,-0.9975066781044006,0.8619348406791687,0.3741845488548279,-0.9945454597473145,1.9567824006080627,-0.9994869828224182,-1,-1.5474529266357422
73,73,You ll keep it to cover your poor old legs.,-0.9938521981239319,0.4665844738483429,3.3864053189754486,-0.8867754340171814,0.5560137629508972,-0.9306157827377319,0,-1.7102502584457397
74,74,"Well, you mustn t abuse my legs, said the old man. guess they are as good as yours.",-0.9905868768692017,2.283451110124588,4.4277931451797485,0.9987360835075378,1.645022213459015,-0.5591016411781311,-1,-1.4359254837036133
75,75,"Oh, you re perfectly free to abuse mine, his son replied, giving him his tea.",-0.997207760810852,0.8006448745727539,4.53064101934433,0.9923146963119507,1.9678427577018738,-0.6129499077796936,1,-0.448959082365036
76,76,"Well, we re two lame ducks; don t think there s much difference.",-0.9994746446609497,1.5709927678108215,2.4264805018901825,-0.9996358156204224,-0.46123966574668884,-0.9988669753074646,-1,-1.6365281343460083
77,77,m much obliged to you for calling me a duck.,0.9985328316688538,0.3042106032371521,4.350798189640045,-0.9853602051734924,1.6953498721122742,0.8665853142738342,1,1.5463281869888306
78,78,How s your tea?,0.9950761795043945,1.469778686761856,4.326887130737305,-0.8047373294830322,0.6290897727012634,0.9744183421134949,0,0.6610490083694458
79,79,"Well, it s rather hot.",0.9923044443130493,2.611784279346466,2.6084238290786743,0.9993248581886292,-1.5367476344108582,-0.8540209531784058,1,-1.5297786593437195
80,80,That s intended to be a merit.,-0.9983469247817993,1.3433916568756104,2.3461563289165497,0.9997267127037048,1.6950863599777222,-0.5167449116706848,-1,1.4909062385559082
81,81,"Ah, there s a great deal of merit, murmured the old man, kindly.",-0.9622901082038879,3.4025809466838837,4.679975688457489,0.9997398257255554,1.9685611724853516,0.9601503610610962,1,1.792493462562561
82,82,"He s a very good nurse, Lord Warburton.",0.9987106323242188,3.395186275243759,4.508868873119354,0.9996949434280396,1.9689393043518066,0.8614331483840942,1,1.8700845837593079
83,83,Isn t he a bit clumsy?,-0.9936392903327942,2.594752073287964,2.5700790882110596,-0.9970806837081909,0.5050891637802124,-0.6258840560913086,-1,-1.8532085418701172
84,84,asked his lordship.,0.9250105619430542,0.7453275322914124,2.2652860581874847,-0.5126211643218994,0.8693091869354248,0.6998344659805298,0,0.5108457803726196
85,85,"Oh no, he s not clumsy--considering that he s an invalid himself. He s a very good nurse--for a sick-nurse.",0.9986653327941895,3.4311002492904663,2.443909853696823,0.9979140758514404,-1.5278185606002808,-0.6491239070892334,-1,1.3998122215270996
86,86,call him my sick-nurse because he s sick himself.,-0.9978781342506409,0.7943534255027771,0.38231343030929565,-0.9995841383934021,-1.5714390277862549,0.6483760476112366,-1,-1.9026750326156616
87,87,"Oh, come, daddy! the ugly young man exclaimed.",-0.9948176741600037,2.2775545716285706,0.5289486646652222,0.861001193523407,1.8609128594398499,-0.9977419376373291,-1,-1.4021920561790466
88,88,"Well, you are; wish you weren t.",-0.9937772750854492,2.260007858276367,4.304278612136841,-0.948632001876831,1.9558781385421753,-0.7059003710746765,-1,1.403470128774643
89,89,But suppose you can t help it.,0.9912165403366089,2.4619109630584717,2.4508594274520874,-0.9891665577888489,-1.540500819683075,-0.8703615069389343,-1,-1.7056081891059875
90,90,"might try: that s an idea, said the young man.",-0.9770007133483887,2.377972364425659,2.3706307113170624,-0.9126795530319214,0.6621346473693848,-0.8472331762313843,1,-0.4701499938964844
91,91,"Were you ever sick, Lord Warburton?",-0.9933310747146606,0.7257301807403564,0.37828466296195984,-0.569634199142456,-1.412990540266037,0.7909950017929077,-1,-1.7903215289115906
92,92,his father asked.,0.9731206893920898,0.31597965955734253,2.272341340780258,0.8209037184715271,0.8751707077026367,0.5472418069839478,0,0.7828057408332825
93,93,Lord Warburton considered a moment.,-0.9844503402709961,2.3330563604831696,4.551975250244141,0.8742522597312927,-0.4964393079280853,0.9749915599822998,1,0.513989269733429
94,94,"Yes, sir, once, in the Persian Gulf.",0.9956483244895935,2.3668785393238068,4.4000281393527985,0.9832006096839905,0.5342099666595459,0.7801210284233093,1,0.6096432209014893
95,95,"He s making light of you, daddy, said the other young man.",-0.9991657137870789,0.28784608840942383,4.3013616502285,0.9998126029968262,0.5468047857284546,0.8095099329948425,1,1.7169039845466614
96,96,That s a sort of joke.,-0.9988369345664978,0.42872822284698486,1.3216766119003296,-0.9945915341377258,-1.9164115190505981,-0.9656768441200256,-1,-1.8032975792884827
97,97,"Well, there seem to be so many sorts now, daddy replied, serenely.",0.9984864592552185,2.3781898021698,4.357387721538544,0.9996644854545593,1.811456322669983,0.9960819482803345,1,-0.4221903383731842
98,98,"You don t look as if you had been sick, anyway, Lord Warburton.",0.9824943542480469,0.8266875147819519,0.2912408411502838,-0.9883487224578857,-1.6476492881774902,0.7367967367172241,-1,-1.6332796812057495
99,99,"He s sick of life; he was just telling me so; going on fearfully about it, said Lord Warburton s friend.",-0.99583500623703,0.8354719877243042,0.48861557245254517,-0.9989539980888367,1.8032544255256653,0.8725244998931885,-1,-1.833819031715393
100,100,"Is that true, sir?",0.9820833206176758,0.28591710329055786,2.2433403581380844,0.9991186857223511,0.5496925711631775,0.7813506722450256,1,0.6333510279655457
101,101,asked the old man gravely.,-0.9854643940925598,2.371249347925186,0.3529454469680786,-0.8368521332740784,0.8820669651031494,0.8884324431419373,-1,-1.7697531580924988
102,102,"If it is, your son gave me no consolation.",-0.9994845986366272,0.578499436378479,0.28720739483833313,-0.9989964365959167,1.6592636108398438,0.6581994295120239,-1,-1.9323886036872864
103,103,He s a wretched fellow to talk to--a regular cynic.,-0.9994992613792419,0.6232444047927856,3.4014408588409424,-0.9994087219238281,1.8606662154197693,-0.9986201524734497,-1,-1.9529455304145813
104,104,He doesn t seem to believe in anything.,-0.9994364380836487,0.7407627105712891,1.4016437530517578,-0.999657154083252,-1.531032919883728,-0.9872613549232483,-1,-1.7967408895492554
105,105,"That s another sort of joke, said the person accused of cynicism.",-0.9990187883377075,0.9038403630256653,0.6247085928916931,-0.9982845783233643,-1.9307658672332764,-0.9969393014907837,-1,-1.827641248703003
106,106,"It s because his health is so poor, his father explained to Lord Warburton.",-0.9956483244895935,0.5854337215423584,1.397045761346817,-0.9983232617378235,1.8742426633834839,0.7575827836990356,-1,-1.824823796749115
107,107,It affects his mind and colours his way of looking at things; he seems to feel as if he had never had a chance.,-0.9970330595970154,2.2996985912323,2.5271905660629272,0.9658218622207642,-0.41658517718315125,0.9987247586250305,1,-1.789517343044281
108,108,"But it s almost entirely theoretical, you know; it doesn t seem to affect his spirits.",0.9915783405303955,2.3373173475265503,2.647601366043091,-0.991372287273407,-1.4030417501926422,-0.991412878036499,1,-1.5074615478515625
109,109,ve hardly ever seen him when he wasn t cheerful--about as he is at present.,0.9984039664268494,1.44516059756279,2.3037144243717194,-0.923158586025238,1.721491277217865,0.9863590598106384,-1,-1.4524119794368744
110,110,He often cheers me up.,0.9987742304801941,4.495667666196823,2.392928898334503,0.9998009204864502,1.571291744709015,0.9926168322563171,1,1.920560598373413
111,111,The young man so described looked at Lord Warburton and laughed.,0.9919587969779968,0.33337441086769104,4.407140493392944,0.9996668100357056,1.939321219921112,0.9932507872581482,1,1.4848940670490265
112,112,Is it a glowing eulogy or an accusation of levity?,-0.9004927277565002,0.6637526750564575,0.4547927975654602,-0.9854305386543274,0.7085541486740112,0.975176215171814,1,-1.7334094047546387
113,113,"Should you like me to carry out my theories, daddy?",-0.9872995615005493,0.39100366830825806,2.2961612045764923,0.8743856549263,0.8430896997451782,0.9879182577133179,-1,0.7301585078239441
114,114,"By Jove, we should see some queer things! cried Lord Warburton.",-0.9827183485031128,3.3861792385578156,4.259201675653458,-0.9458854794502258,0.5884198546409607,0.9910404682159424,-1,-0.43808862566947937
115,115,"hope you haven t taken up that sort of tone, said the old man.",-0.9979925155639648,1.2952690422534943,0.28990787267684937,-0.9806481003761292,1.810544192790985,-0.6415836215019226,-1,-1.730819046497345
116,116,Warburton s tone is worse than mine; he pretends to be bored.,-0.9995017051696777,0.5819543600082397,1.5028396844863892,-0.9997657537460327,-1.7792952060699463,-0.999394953250885,-1,-1.9263581037521362
117,117,m not in the least bored; find life only too interesting.,0.9977760314941406,2.3799277544021606,1.519710659980774,-0.9964948892593384,1.9202798008918762,-0.9986391663551331,-1,1.4241042733192444
118,118,"Ah, too interesting; you shouldn t allow it to be that, you know!",-0.9960305690765381,2.436058133840561,1.5007829666137695,-0.9774543642997742,1.8955203890800476,-0.8974626064300537,-1,1.4948744177818298
119,119,"m never bored when come here, said Lord Warburton.",0.9986528754234314,4.512926459312439,4.527051508426666,0.9986135959625244,1.6564338207244873,0.9926852583885193,1,-0.46836093068122864
120,120,One gets such uncommonly good talk.,0.9982817769050598,4.461529105901718,4.459234207868576,0.999866783618927,1.9706618785858154,0.997356116771698,1,1.92207670211792
121,121,Is that another sort of joke?,-0.9993007183074951,0.5343242883682251,0.5027555227279663,-0.9982304573059082,-1.8964820504188538,-0.9717101454734802,-1,-1.48203507065773
122,122,asked the old man.,-0.9970135688781738,0.3344619870185852,2.2419313937425613,0.9485251903533936,0.8788958191871643,0.8043150305747986,-1,0.5515493750572205
123,123,You ve no excuse for being bored anywhere.,-0.998675525188446,0.6901475787162781,4.290104299783707,-0.9996651411056519,-1.8445079922676086,-0.861126720905304,-1,-1.7488675117492676
124,124,When was your age had never heard of such a thing.,-0.9958156943321228,2.2873570024967194,0.2945564389228821,0.9869288802146912,0.5380777716636658,0.9281361699104309,-1,0.5454800724983215
125,125,You must have developed very late.,-0.9994723200798035,1.4131866097450256,4.225385308265686,-0.9995344281196594,1.4890767633914948,-0.6842533349990845,-1,-1.7808287739753723
126,126,"No, developed very quick; that was just the reason.",0.9901740550994873,1.5468389391899109,1.4397022426128387,-0.998488187789917,1.9201139211654663,-0.8448401093482971,-1,-0.4684072732925415
127,127,When was twenty years old was very highly developed indeed.,0.9973353147506714,3.4718289375305176,4.36130028963089,0.9995960593223572,1.9515098333358765,0.9759839773178101,1,1.56466543674469
128,128,was working tooth and nail.,0.9916166663169861,2.4422765374183655,3.3308196365833282,0.9297580718994141,0.8880450129508972,0.9937853813171387,-1,0.776585042476654
129,129,You wouldn t be bored if you had something to do; but all you young men are too idle.,-0.9984447956085205,2.4810638427734375,2.4393020570278168,-0.9959381222724915,1.4442397058010101,-0.6811564564704895,-1,-1.803735613822937
130,130,You think too much of your pleasure.,-0.9952718019485474,2.3559690117836,1.3471640646457672,-0.984943151473999,1.883231520652771,-0.888853132724762,-1,-1.546010434627533
131,131,"You re too fastidious, and too indolent, and too rich.",-0.9973998665809631,1.6306198239326477,1.5089730620384216,-0.9963415861129761,1.969552755355835,-0.9903150796890259,-1,-1.8940656185150146
132,132,"Oh, say, cried Lord Warburton, you re hardly the person to accuse a fellow-creature of being too rich!",-0.9932328462600708,0.37790700793266296,0.4442014694213867,-0.9914003014564514,-1.471181720495224,-0.5010635256767273,-1,-1.8150306344032288
133,133,Do you mean because m a banker?,-0.9975579380989075,0.6327227354049683,0.42058074474334717,-0.9925575852394104,0.8265429139137268,0.5238105654716492,-1,0.7518182992935181
